old_metadataPID,old_resource_map,new_metadataPID,new_resource_map
doi:10.18739/A2DB7VQ74,resource_map_urn:uuid:75897fbd-8662-40c6-b694-ffdbf15791df,doi:10.18739/A2NV99B85,resource_map_doi:10.18739/A2NV99B85
