old_metadataPID,old_resource_map,new_metadataPID,new_resource_map
doi:10.18739/A2M32NB0W,resource_map_urn:uuid:2011fd52-a5e8-45f1-97da-43c9780d440e,doi:10.18739/A2XD0QZ6T,resource_map_doi:10.18739/A2XD0QZ6T
