identifier,entityName,attributeName,attributeLabel,attributeDefinition,attributeUnit,viewURL,query_datetime_utc,assigned_valueURI,prefName,ontoName,package_type,child_rm,parent_rm,parent_metadata_pid
doi:10.18739/A23B5W786,Station_table_DBO3.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A23B5W786,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A23B5W786,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A23B5W786,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A23B5W82R,D2013_2016.csv,Latitude,NA,Latitude (N),degree,https://search.dataone.org/view/doi:10.18739/A23B5W82R,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A23J39198,smtmwrlosX1.a1.20150101.000001.cdf,lat,NA,North Latitude,degree,https://search.dataone.org/view/doi:10.18739/A23J39198,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A23R0PT8K,smtpossX1.c1.20100915.193700.cdf,lat,NA,North latitude,degree,https://search.dataone.org/view/doi:10.18739/A23R0PT8K,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A23R0PT2P,Station_table_DBO5.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A23R0PT2P,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A23R0PT2P,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A23R0PT2P,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2000012K,smtpossX1.c1.20170117.000100.cdf,lat,NA,North latitude,degree,https://search.dataone.org/view/doi:10.18739/A2000012K,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2000012K,smtpossX1.c1.20170101.000100.cdf,lat,NA,North latitude,degree,https://search.dataone.org/view/doi:10.18739/A2000012K,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A20P0WQ9K,Station_table_DBO5.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A20P0WQ9K,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A20P0WQ9K,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A20P0WQ9K,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A22Z12Q3H,smtsondewnpnX1.b1.20140101.111700.cdf,lat,NA,North latitude,degree,https://search.dataone.org/view/doi:10.18739/A22Z12Q3H,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A21N7XM2W,smtmet.qc.20130101.000000.cdf,lat,NA,north latitude,degree,https://search.dataone.org/view/doi:10.18739/A21N7XM2W,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A21N7XN49,smtsodarX1.a1.20110101.000000.cdf,lat,NA,North latitiude,degree,https://search.dataone.org/view/doi:10.18739/A21N7XN49,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A23775V7T,Polaris_2017_Aquatic.csv,latitude,NA,Latitude of collection site,arc_degree,https://search.dataone.org/view/doi:10.18739/A23775V7T,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A24J09X8M,smtvceil25kX1.b1.20140627.000012.cdf,lat,NA,north latitude,degree,https://search.dataone.org/view/doi:10.18739/A24J09X8M,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A24F1MJ97,smtmplpolX1_a1_20200203_000000.cdf,lat,NA,North latitude.,degree,https://search.dataone.org/view/doi:10.18739/A24F1MJ97,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A24F1MJ3B,Station_table_DBO5.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A24F1MJ3B,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A24F1MJ3B,DBO_station_coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A24F1MJ3B,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A26H4CQ53,Station_table_DBO6.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A26H4CQ53,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A26H4CQ53,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A26H4CQ53,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A26H4CR1M,smtcapablX1.c1.20150709.000302.cdf,lat,NA,North latitude,degree,https://search.dataone.org/view/doi:10.18739/A26H4CR1M,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A26D5PB76,smtmmcrmomX1.b1.20170101.000000.cdf,lat,NA,north latitude,degree,https://search.dataone.org/view/doi:10.18739/A26D5PB76,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A26D5PB19,Station_table_DBO3.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A26D5PB19,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A26D5PB19,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A26D5PB19,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A26Q1SH6S,smtsondewnpnX1.b1.20110101.111900.cdf,lat,NA,Latitude (North),degree,https://search.dataone.org/view/doi:10.18739/A26Q1SH6S,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A25717P1V,smtpossX1.c1.20180108.000100.cdf,lat,NA,North latitude,degree,https://search.dataone.org/view/doi:10.18739/A25717P1V,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A25D8ND61,smtmet.qc.20110615.032900.cdf,lat,NA,north latitude,degree,https://search.dataone.org/view/doi:10.18739/A25D8ND61,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A25D8NF8F,smtsodarX1.a1.20120101.000000.cdf,lat,NA,North latitiude,degree,https://search.dataone.org/view/doi:10.18739/A25D8NF8F,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A25D8NF2J,Station_table_DBO5.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A25D8NF2J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A25D8NF2J,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A25D8NF2J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2707WN9M,Khromov11_SBE09.hdr,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2707WN9M,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2707WN9M,Station_table_DBO3.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2707WN9M,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2707WN9M,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2707WN9M,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2736M18D,tree_density_and_stand_location.csv,Lat,NA,Latitude of stand location,degree,https://search.dataone.org/view/doi:10.18739/A2736M18D,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A27659G3R,smtceilX1_b1_20190616_000009.nc,lat,NA,north latitude,degree,https://search.dataone.org/view/doi:10.18739/A27659G3R,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2828C,campos_taku_august2015.txt,latitude,NA,Latitudinal coordinate of each shutter actuation recorded by the GPS unit.,degree,https://search.dataone.org/view/doi:10.18739/A2828C,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2862BB7G,Station_table_DBO5.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2862BB7G,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2862BB7G,DBO_station_coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2862BB7G,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2CZ3250F,Station_table_DBO3.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2CZ3250F,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2CZ3250F,DBO_station_coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2CZ3250F,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2BZ6187K,smtpossX1_c1_20200103_000100.cdf,lat,NA,North latitude,degree,https://search.dataone.org/view/doi:10.18739/A2BZ6187K,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2F18SF3C,Station_table_DBO5.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2F18SF3C,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2F18SF3C,DBO_station_coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2F18SF3C,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2FJ29D12,Polaris_2017_Vegetation.csv,Latitude,NA,GPS coordinates,degree,https://search.dataone.org/view/doi:10.18739/A2FJ29D12,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2G15TB3M,Station_table_DBO6.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2G15TB3M,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2G15TB3M,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2G15TB3M,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2KH0F03F,smtmmcrmomX1_b1_20200109_000000.cdf,lat,NA,north latitude,degree,https://search.dataone.org/view/doi:10.18739/A2KH0F03F,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2KK94C85,smtmmcrmomX1.b1.20150101.000000.cdf,lat,NA,north latitude,degree,https://search.dataone.org/view/doi:10.18739/A2KK94C85,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2KS6J47F,Station_table_DBO5.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2KS6J47F,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2KS6J47F,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2KS6J47F,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2KS6J52G,smtcapablX1.c1.20120301.000001.cdf,lat,NA,North latitude,degree,https://search.dataone.org/view/doi:10.18739/A2KS6J52G,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2H12V79R,smtpossX1.c1.20150101.000100.cdf,lat,NA,North latitude,degree,https://search.dataone.org/view/doi:10.18739/A2H12V79R,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2HT2GB7H,Station_table_DBO3.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2HT2GB7H,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2HT2GB7H,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2HT2GB7H,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2JM23G13,CTD_WWW1202_BF021_3.cnv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2JM23G13,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2JM23G13,Station_table_DBO5.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2JM23G13,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2JM23G13,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2JM23G13,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2JW86N61,smtsondewnpnX1.b1.20100525.233700.cdf,lat,NA,Latitude (North),degree,https://search.dataone.org/view/doi:10.18739/A2JW86N61,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2JS9H776,ctd_log_line01dbo_a.dat,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2JS9H776,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2JS9H776,Station_table_DBO5.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2JS9H776,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2JS9H776,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2JS9H776,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2K931656,Polaris_2017_Lake_Sediment.csv,Latitude,NA,GPS coordinate,arc_degree,https://search.dataone.org/view/doi:10.18739/A2K931656,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2NC5SD0N,smtsodarX1.a1.20100603.000000.cdf,lat,NA,North latitiude,degree,https://search.dataone.org/view/doi:10.18739/A2NC5SD0N,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2NC64,campos_taku_august2015.txt,latitude,NA,Latitudinal coordinate of each shutter actuation recorded by the GPS unit.,degree,https://search.dataone.org/view/doi:10.18739/A2NC64,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2NK36518,Station_table_DBO5.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2NK36518,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2NK36518,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2NK36518,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2MC8RH0D,smtcapablX1_c1_20200110_000041.cdf,lat,NA,North latitude,degree,https://search.dataone.org/view/doi:10.18739/A2MC8RH0D,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2MS3K17P,Station_table_DBO5.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2MS3K17P,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2MS3K17P,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2MS3K17P,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2PC2T85V,WWW12_StnInfo_DBO.txt,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2PC2T85V,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2PC2T85V,Station_table_DBO4.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2PC2T85V,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2PC2T85V,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2PC2T85V,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2PC2T81X,txyuvpt2013_2016.csv,Latitude,NA,Latitude (N),degree,https://search.dataone.org/view/doi:10.18739/A2PC2T81X,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2R49G89H,Station_table_DBO3.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2R49G89H,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2R49G89H,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2R49G89H,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2R49G94J,smtcapablX1_c1_20190726_000122.cdf,lat,NA,North latitude,degree,https://search.dataone.org/view/doi:10.18739/A2R49G94J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2Q23R08G,Polaris_2017_Soil.csv,Latitude,NA,Latitude of collection site,arc_degree,https://search.dataone.org/view/doi:10.18739/A2Q23R08G,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2QB9V62J,smtcapablX1.c1.20140608.235829.cdf,lat,NA,North latitude,degree,https://search.dataone.org/view/doi:10.18739/A2QB9V62J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2QJ77Z1S,Station_table_DBO6.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2QJ77Z1S,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2QJ77Z1S,DBO_station_coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2QJ77Z1S,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2S46H658,smtsodarX1.a1.20160101.000000.cdf,lat,NA,North latitiude,degree,https://search.dataone.org/view/doi:10.18739/A2S46H658,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2T43J290,Station_table_DBO4.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2T43J290,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2T43J290,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2T43J290,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2TT4FT4G,C2013_2016_L1.csv,Latitude,NA,Latitude (N),degree,https://search.dataone.org/view/doi:10.18739/A2TT4FT4G,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2V698C6J,smtcapablX1.c1.20130201.000001.cdf,lat,NA,North latitude,degree,https://search.dataone.org/view/doi:10.18739/A2V698C6J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2VD6P558,smtmplpolX1.a1.20140101.000000.cdf,lat,NA,North latitude.,degree,https://search.dataone.org/view/doi:10.18739/A2VD6P558,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2VX0639D,smtsondewnpnX1_b1_20200224_111543.cdf,lat,NA,North latitude,degree,https://search.dataone.org/view/doi:10.18739/A2VX0639D,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2VX0633H,Station_table_DBO6.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2VX0633H,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
doi:10.18739/A2VX0633H,DBO_Station_Coordinates.csv,Latitude,NA,latitude,dimensionless,https://search.dataone.org/view/doi:10.18739/A2VX0633H,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002130,latitude coordinate,The Ecosystem Ontology,MULTINESTING,NA,NA,NA
