identifier,entityName,attributeName,attributeLabel,attributeDefinition,attributeUnit,propertyURI,valueURI,viewURL,query_datetime_utc,status,assigned_valueURI
doi:10.18739/A26W9688B,smtFM10.qc.20140315.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140316.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140319.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140320.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140321.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140322.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140323.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140324.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140326.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140329.221211.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140330.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140331.034358.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140401.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140402.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140403.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140404.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140405.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140406.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140408.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140409.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140410.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140411.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140412.000001.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140413.000001.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140414.000001.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140415.000001.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140416.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140417.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140418.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140419.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140420.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140421.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140422.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140424.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140425.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140426.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140427.000001.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140428.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140430.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140502.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140503.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140504.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140505.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140506.000001.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140507.000001.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140508.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140509.000001.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140510.000001.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140512.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140513.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140514.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140515.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140516.000001.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140517.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140518.004731.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140522.150049.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140523.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140524.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140525.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140526.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140527.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140528.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140529.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140530.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140531.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140601.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140602.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140603.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140604.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140605.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140607.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140608.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140609.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140610.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140615.030400.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140616.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140617.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140618.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140619.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140620.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140621.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140622.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140623.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140624.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140625.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140626.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140627.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140628.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140629.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9688B,smtFM10.qc.20140630.000000.cdf,lat,NA,north latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9688B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9683X,2006C_Position_Data.csv,Latitude,NA,Buoy latitude in decimal degrees,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9683X,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26W9695B,1994.csv,Latitude,NA,Latitude in decimal degrees,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26W9695B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26Q1SG9S,I-6_Sonar_Final_ADC.csv,Latitude,NA,Latitude of the point in decimal degrees. Datum is WGS84.,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26Q1SG9S,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26Q1SH59,72Roll2.csv,Latitude,NA,Latitude in decimal degrees,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26Q1SH59,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26Q1SH6S,smtsondewnpnX1.b1.20110101.111900.cdf,lat,NA,Latitude (North),degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26Q1SH6S,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A26V79,missing.csv,Latitude,NA,Latitude in decimal degrees,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A26V79,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A25717P1V,smtpossX1.c1.20180108.000100.cdf,lat,NA,North latitude,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A25717P1V,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A25717P2B,Ceperley_et_al_Table_1_arcticDBv2.csv,latitude,NA,Latitude of the sample in degrees North,degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A25717P2B,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A2513TW2R,skq201612s_103.cnv,latitude,NA,"Latitude, decimal degrees",degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A2513TW2R,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A2513TW2R,skq201612s_002.cnv,latitude,NA,"Latitude, decimal degrees",degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A2513TW2R,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A2513TW2R,skq201612s_004.cnv,latitude,NA,"Latitude, decimal degrees",degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A2513TW2R,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A2513TW2R,skq201612s_005.cnv,latitude,NA,"Latitude, decimal degrees",degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A2513TW2R,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A2513TW2R,skq201612s_006.cnv,latitude,NA,"Latitude, decimal degrees",degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A2513TW2R,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A2513TW2R,skq201612s_007.cnv,latitude,NA,"Latitude, decimal degrees",degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A2513TW2R,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A2513TW2R,skq201612s_008.cnv,latitude,NA,"Latitude, decimal degrees",degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A2513TW2R,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A2513TW2R,skq201612s_009.cnv,latitude,NA,"Latitude, decimal degrees",degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A2513TW2R,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A2513TW2R,skq201612s_010.cnv,latitude,NA,"Latitude, decimal degrees",degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A2513TW2R,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
doi:10.18739/A2513TW2R,skq201612s_011.cnv,latitude,NA,"Latitude, decimal degrees",degree,NA,NA,https://search.dataone.org/view/doi:10.18739/A2513TW2R,2020-11-13T12:49:47Z,dp was never annotated,http://purl.dataone.org/odo/ECSO_00002130
